31856 308TH STREET	52031	-90.52785265299997	42.30599816300003	
30515 SIEVERDING RIDGE ROAD	52031	-90.52805848899999	42.29795428400007	
29360 HWY 52	52031	-90.44524668999998	42.287432512000066	
26943 SIEVERDING RIDGE ROAD	52031	-90.44951463999996	42.27235785100004	
26885 SIEVERDING RIDGE ROAD	52031	-90.44891175199996	42.27127981600006	
26645 SIEVERDING RIDGE ROAD	52031	-90.44603583899999	42.26816971200003	
26579 SIEVERDING RIDGE ROAD	52031	-90.44524872699998	42.26738774200004	
26514 SIEVERDING RIDGE ROAD	52031	-90.44578653399998	42.26686112700003	
30982 SIEVERDING RIDGE ROAD	52031	-90.53382535999998	42.30738169600005	
30764 SIEVERDING RIDGE ROAD	52031	-90.53059713599998	42.30503206000003	
30612 SIEVERDING RIDGE ROAD	52031	-90.53174429999996	42.29589395700003	
34806 308TH STREET	52031	-90.49015867099996	42.303294126000026	
30614 SIEVERDING RIDGE ROAD	52031	-90.54070718499997	42.29767099000003	
37346 308TH STREET	52031	-90.46469564299997	42.296657856000024	
34804 308TH STREET	52031	-90.49734059999997	42.30006266400005	
33288 308TH STREET	52031	-90.51008175899995	42.30037714400004	
33813 308TH STREET	52031	-90.50623490399994	42.296561885000074	
33377 308TH STREET	52031	-90.51024766399996	42.298879863000025	
30901 HWY 52	52031	-90.45380354599996	42.30343777500008	
37976 308TH STREET	52031	-90.45700805799999	42.299708587000055	
38126 308TH STREET	52031	-90.45498685599995	42.30006894500008	
32033 BELLEVUE HEIGHTS	52031	-90.46847745799994	42.31232577000003	
31809 BELLEVUE DRIVE	52031	-90.47146449699994	42.310787480000045	
31408 BELLEVUE DRIVE	52031	-90.46872510299994	42.305656147000036	
31400 BELLEVUE DRIVE	52031	-90.46804934899995	42.30563137000007	
36787 RIVER POINT COURT	52031	-90.46789550799997	42.30756026100005	
31409 BELLEVUE DRIVE	52031	-90.46797505399996	42.30603341900007	
31467 BELLEVUE DRIVE	52031	-90.46891492599997	42.30674425800004	
31229 SIEVERDING RIDGE ROAD	52031	-90.53145850899995	42.314499125000054	
31977 HWY 52	52031	-90.46853629999998	42.31371526700008	
31091 SIEVERDING RIDGE ROAD	52031	-90.51824048899994	42.31283574100007	
36788 RIVER POINT COURT	52031	-90.46769092999995	42.308136553000054	
36692 RIVER POINT COURT	52031	-90.46865332499999	42.308377378000046	
36630 RIVER POINT COURT	52031	-90.46911331899997	42.30846813000005	
31789 HWY 52	52031	-90.46271257699999	42.313731318000066	
31821 HWY 52	52031	-90.46534627399996	42.314169906000075	
29899 SIEVERDING RIDGE ROAD	52031	-90.50317613799996	42.292914084000074	
29770 HWY 52	52031	-90.44577218699999	42.29158728200008	
37041 308TH STREET	52031	-90.46286427899997	42.29307057200003	
36637 308TH STREET	52031	-90.46938142399995	42.28783576300003	
29381 SIEVERDING RIDGE ROAD	52031	-90.49820346799999	42.28475883400006	
28468 SIEVERDING RIDGE ROAD	52031	-90.47948195299995	42.277604118000056	
29356 HWY 52	52031	-90.44872184599996	42.286872765000055	
28751 325TH AVENUE	52031	-90.51065640899998	42.28126769600004	
36170 308TH STREET	52031	-90.47837564199995	42.291599906000044	
29266 SIEVERDING RIDGE ROAD	52031	-90.49621558499996	42.28243918800007	
36584 308TH STREET	52031	-90.47241315699995	42.291964017000055	
34400 308TH STREET	52031	-90.49883157299996	42.29793016000008	
37460 308TH STREET	52031	-90.46542226899999	42.29903440700008	
30098 SIEVERDING RIDGE ROAD	52031	-90.51535143599995	42.28902336700003	
31661 HWY 52	52031	-90.46205824399999	42.31262484100006	
31663 HWY 52	52031	-90.46062387399996	42.31042697300006	
30194 HWY 52	52031	-90.44712998299997	42.29478831500006	
30436 HWY 52	52031	-90.44668351699994	42.29918140400008	
27818 SIEVERDING RIDGE ROAD	52031	-90.46395721399995	42.278624035000064	
27253 SIEVERDING RIDGE ROAD	52031	-90.45299120899995	42.27738037300003	
36169 308TH STREET	52031	-90.47782070799997	42.285207944000035	
35791 308TH STREET	52031	-90.48432876699997	42.28513390400008	
28933 SIEVERDING RIDGE ROAD	52031	-90.48896232499999	42.28204968400007	
35032 308TH STREET	52031	-90.48992662299997	42.29296418600006	
1601 STATE STREET	52031	-90.44387052099995	42.25429505000005	
30709 COUNTRY LANE	52031	-90.44626766699997	42.30195437800006	
30710 WOODLAWN DRIVE	52031	-90.44540461099996	42.301965848000066	
30740 WOODLAWN DRIVE	52031	-90.44537257899998	42.302246086000025	
30771 COUNTRY LANE	52031	-90.44619564299995	42.302844151000045	
39016 308TH STREET	52031	-90.44542854299999	42.30415344000005	
38418 308TH STREET	52031	-90.45286235799995	42.302530768000054	
30710 COUNTRY LANE	52031	-90.44688998899994	42.301987025000074	
30726 COUNTRY LANE	52031	-90.44696219999997	42.302271131000055	
30758 COUNTRY LANE	52031	-90.44692495099997	42.302594862000035	
38831 308TH STREET	52031	-90.44786367999995	42.302713726000036	
30701 TERRACE LANE	52031	-90.44871350699998	42.302230131000044	
30713 TERRACE LANE	52031	-90.44883151699997	42.30241906100008	
30757 TERRACE LANE	52031	-90.44891018599998	42.30289604600006	
30708 TERRACE LANE	52031	-90.44935583099999	42.30227884900006	
30746 TERRACE LANE	52031	-90.44943822699997	42.30259562800006	
30758 OAK LANE	52031	-90.45100633399994	42.30216166500003	
30742 OAK LANE	52031	-90.45064015899999	42.30204086800006	
30724 OAK LANE	52031	-90.45015614899995	42.302198256000054	
30771 OAK LANE	52031	-90.45055711699996	42.30267618600004	
39173 VALLEY LANE	52031	-90.44409102999998	42.30206431600004	
30709 WOODLAWN DRIVE	52031	-90.44481789799994	42.30201015500006	
30739 WOODLAWN DRIVE	52031	-90.44484723599999	42.302313843000036	
30757 WOODLAWN DRIVE	52031	-90.44478895799995	42.30260430700008	
38471 308TH STREET	52031	-90.45161433499999	42.30231475000005	
38478 308TH STREET	52031	-90.45193888299997	42.30286290000004	
30768 OAK LANE	52031	-90.45133148299999	42.30248269300006	
30778 TERRACE LANE	52031	-90.44947873699994	42.30293550300007	
33060 386TH AVENUE	52031	-90.46248182799997	42.31845255700006	
39347 341ST STREET	52031	-90.44716991499996	42.32772943500004	
32731 386TH AVENUE	52031	-90.44828199799997	42.31967821400008	
32306 386TH AVENUE	52031	-90.45570404499995	42.31661391500006	
33580 386TH AVENUE	52031	-90.45785263999994	42.32769887300003	
32533 386TH AVENUE	52031	-90.45209148299995	42.317206475000035	
33198 216TH STREET	52031	-90.51721752499998	42.243779405000055	
33328 BELLEVUE-CASCADE ROAD	52031	-90.51147701199994	42.25291178300006	
34981 MILL CREEK ROAD	52031	-90.48822570699997	42.27256477600008	
32575 MILL CREEK ROAD	52031	-90.51746794299999	42.27085697700005	
31964 320TH STREET	52031	-90.52740515799997	42.32934856400004	
29051 325TH AVENUE	52031	-90.51250775699998	42.286536986000044	
30895 381ST AVENUE	52031	-90.45748788399999	42.30211888200006	
30785 WOODLAWN DRIVE	52031	-90.44478288799996	42.302935492000074	
38618 308TH STREET	52031	-90.44996837499997	42.30381501000005	
35420 BELLEVUE-CASCADE ROAD	52031	-90.48535240899997	42.25737879400003	
29364 HWY 52	52031	-90.44738184499994	42.289730356000064	
29128 SIEVERDING RIDGE ROAD	52031	-90.49536384499999	42.281899302000056	
30019 SIEVERDING RIDGE ROAD	52031	-90.51130955199994	42.29133195300005	
29897 SIEVERDING RIDGE ROAD	52031	-90.50870829699994	42.28869178300005	
22135 HWY 62	52031	-90.45752223099998	42.241386625000075	
21958 HWY 62	52031	-90.46759233399996	42.240167333000045	
33024 HWY 52	52031	-90.48787782699998	42.31569864100004	
34318 HWY 52	52031	-90.50990956499999	42.32938094000008	
31293 HWY 52	52031	-90.45922541899995	42.30940192500003	
31428 BELLEVUE DRIVE	52031	-90.46905360399995	42.30600157400005	
31502 BELLEVUE DRIVE	52031	-90.47002559999999	42.30701814100007	
31562 BELLEVUE DRIVE	52031	-90.46989700899996	42.30785194900005	
31615 BELLEVUE DRIVE	52031	-90.46965771299995	42.308816885000056	
33520 386TH AVENUE	52031	-90.45606429099996	42.32562980600005	
31340 383RD AVENUE	52031	-90.46078125699995	42.30783503400005	
31320 383RD AVENUE	52031	-90.45969768899994	42.30731509100008	
30700 383RD AVENUE	52031	-90.45256998399998	42.29980843300007	
31093 381ST AVENUE	52031	-90.45889610799998	42.30424794000004	
31008 381ST AVENUE	52031	-90.45864064599994	42.30294384900003	
30965 381ST AVENUE	52031	-90.45620250599995	42.30147789500006	
35770 335TH STREET	52031	-90.48268771499994	42.329696339000066	
30860 320TH STREET	52031	-90.54037504199994	42.32267340800007	
38508 308TH STREET	52031	-90.45125305599998	42.30336415800008	
38420 308TH STREET	52031	-90.45254697699994	42.30294183800004	
32824 216TH STREET	52031	-90.51699016099997	42.23834869400008	
30894 381ST AVENUE	52031	-90.45703562999995	42.30078509400005	
30834 381ST AVENUE	52031	-90.45635748699999	42.30016987400006	
36800 RIVER POINT COURT	52031	-90.46727124899996	42.30768441200007	
36358 PLEASANT VIEW RIDGE	52031	-90.48478461699995	42.32311788800007	
31400 383RD AVENUE	52031	-90.46215861199994	42.30899156000004	
35412 BELLEVUE-CASCADE ROAD	52031	-90.48636930199996	42.257733665000046	
32307 386TH AVENUE	52031	-90.45078228099999	42.31479462900006	
38240 308TH STREET	52031	-90.45460577699998	42.300936027000034	
32306 387TH AVENUE	52031	-90.44910769199998	42.31569469600004	
32256 387TH AVENUE	52031	-90.44787471299998	42.31502880700003	
30880 320TH STREET	52031	-90.54249619199999	42.32416651500006	
39196 326TH STREET	52031	-90.44914658299996	42.31865277400004	
39373 326TH STREET	52031	-90.44807108199996	42.31785166700007	
31750 BELLEVUE-CASCADE ROAD	52031	-90.53060504399997	42.251902776000065	
26960 SIEVERDING RIDGE ROAD	52031	-90.45179905599997	42.272329580000076	
37520 MILL CREEK ROAD	52031	-90.45953653999999	42.26386905000004	
36020 PLEASANT VIEW RIDGE	52031	-90.48706393499998	42.32253183900008	
36649 BELLEVUE-CASCADE ROAD	52031	-90.47193783299997	42.25244740800008	
32792 BELLEVUE-CASCADE ROAD	52031	-90.52036033799999	42.251445999000055	
31019 381ST AVENUE	52031	-90.45772360499996	42.30318297400004	
31055 381ST AVENUE	52031	-90.45785525999997	42.303911103000075	
31179 381ST AVENUE	52031	-90.45959501799996	42.305778642000064	
31482 BELLEVUE DRIVE	52031	-90.46975022699996	42.30664771900007	
32296 387TH AVENUE	52031	-90.44873956699996	42.31526516300005	
37842 308TH STREET	52031	-90.46261170999998	42.30675466900004	
37844 308TH STREET	52031	-90.46212912099998	42.306176883000035	
38748 MILL CREEK ROAD	52031	-90.44617850399999	42.26280148500007	
36638 308TH STREET	52031	-90.47247191299994	42.29327966900007	
28984 SIEVERDING RIDGE ROAD	52031	-90.49079149099998	42.280307177000054	
37232 MILL CREEK ROAD	52031	-90.46220722499999	42.265377761000025	
32074 320TH STREET	52031	-90.52631109099997	42.329117832000065	
37977 308TH STREET	52031	-90.45475596799997	42.29847631200005	
1802 LINDSEY LANE	52031	-90.44397568899996	42.25234849700007	
1800 LINDSEY LANE	52031	-90.44365802899995	42.252377050000064	
37170 MILL CREEK ROAD	52031	-90.46264175699997	42.265688408000074	
31120 BELLEVUE-CASCADE ROAD	52031	-90.53588923299998	42.24720212100004	
32844 MILL CREEK ROAD	52031	-90.51432521699996	42.272391724000045	
29060 SIEVERDING RIDGE ROAD	52031	-90.49346727999995	42.277864564000026	
37325 308TH STREET	52031	-90.46410775599998	42.29596093400005	
38640 320TH STREET	52031	-90.44761612199994	42.31317097400006	
33011 216TH STREET	52031	-90.51464941699999	42.23890579400006	
33281 HWY 52	52031	-90.48766122199999	42.321539845000075	
30758 WOODLAWN DRIVE	52031	-90.44537333299996	42.30259144300004	
31695 BELLEVUE DRIVE	52031	-90.47071249599998	42.30958386400005	
31545 BELLEVUE DRIVE	52031	-90.46910789099996	42.30756874900004	
30862 320TH STREET	52031	-90.54086572599994	42.32241809000004	
32217 387TH AVENUE	52031	-90.44671670199995	42.31525762200005	
32210 387TH AVENUE	52031	-90.44730393299994	42.314790765000055	
26842 SIEVERDING RIDGE ROAD	52031	-90.44993373699998	42.270557576000044	
29040 SIEVERDING RIDGE ROAD	52031	-90.49234871799996	42.28081933800007	
31761 BELLEVUE DRIVE	52031	-90.47114821299994	42.310288050000054	
33880 216TH STREET	52031	-90.50553149899997	42.24097567500007	
26916 SIEVERDING RIDGE ROAD	52031	-90.45005989699996	42.271593652000035	
26860 SIEVERDING RIDGE ROAD	52031	-90.44993446299998	42.27100487800004	
35901 BELLEVUE-CASCADE ROAD	52031	-90.48170545599999	42.25457874600005	
31076 381ST AVENUE	52031	-90.45932702599998	42.30388701600003	
806 SOUTH 2ND STREET	52031	-90.42190675599994	42.25195456100005	
300 SOUTH 4TH STREET	52031	-90.42601669999999	42.256011632000025	
403 SOUTH 6TH STREET	52031	-90.42741651099999	42.25451856800004	
405 SOUTH 6TH STREET	52031	-90.42737843099997	42.254369231000055	
401 SOUTH 5TH STREET	52031	-90.42634656399997	42.25481661800006	
403 SOUTH 5TH STREET	52031	-90.42629708299995	42.254623147000075	
405 SOUTH 5TH STREET	52031	-90.42622308599994	42.254466112000046	
1304 STATE STREET	52031	-90.43806578499994	42.25433654900007	
23852 362ND AVENUE	52031	-90.42236019999996	42.24157819900006	
23042 407TH AVENUE	52031	-90.42397560699999	42.23394906500005	
23853 362ND AVENUE	52031	-90.42115892499999	42.24169464700003	
23851 362ND AVENUE	52031	-90.42147526199994	42.24137350700005	
23525 415TH AVENUE	52031	-90.40734480699996	42.23746143000005	
23130 417TH AVENUE	52031	-90.40438937999994	42.234293268000044	
23270 417TH AVENUE	52031	-90.40516151599996	42.23551973200006	
23664 415TH AVENUE	52031	-90.40956435399994	42.23837859400004	
22828 417TH AVENUE	52031	-90.40443019399999	42.23384308100003	
22830 417TH AVENUE	52031	-90.40409051899996	42.233525764000035	
22914 417TH AVENUE	52031	-90.40381242599994	42.23296076300005	
23288 417TH AVENUE	52031	-90.40539471699998	42.23573944000003	
23376 417TH AVENUE	52031	-90.40605403899997	42.23644010800007	
23617 415TH AVENUE	52031	-90.40850687299996	42.23831835300007	
23655 415TH AVENUE	52031	-90.40904282499997	42.238733858000046	
23677 415TH AVENUE	52031	-90.40942403699995	42.238985369000034	
23697 415TH AVENUE	52031	-90.40966519599993	42.23913556300005	
